district,area,bedrooms,garage,type,rent
São Judas,150,3,2,Casa,3700
Vila Clementino,73,2,1,Apartamento,6500
Campo Belo,180,3,3,Apartamento,15000
Vila Olímpia,90,2,1,Apartamento,2500
Vila da Saúde,160,4,1,Casa,4500
Mirandópolis,96,3,1,Apartamento,3300
Jardim das Acácias,98,3,2,Apartamento,3500
Campo Belo,145,3,2,Apartamento,5000
Brooklin Paulista,102,2,0,Apartamento,3370
Vila Mariana,230,3,2,Casa,4530
Vila da Saúde,67,2,0,Apartamento,2600
Campo Belo,192,4,3,Apartamento,10500
Vila Mariana,143,3,2,Apartamento,8000
Vila Clementino,75,2,0,Apartamento,2900
Vila Olímpia,69,2,1,Apartamento,5000
Vila Nova Conceição,155,3,2,Apartamento,7000
Vila da Saúde,100,1,1,Casa em condomínio,1489
Bosque da Saúde,114,3,3,Apartamento,6000
Brooklin,140,4,2,Casa,6241
Bosque da Saúde,68,2,1,Apartamento,4000
Saúde,186,3,3,Apartamento,4710
Mirandópolis,84,3,2,Apartamento,5000
Campo Belo,112,3,1,Apartamento,3758
Campo Belo,25,1,1,Casa,2500
Vila Clementino,200,3,1,Casa,13000
Vila Mariana,200,3,1,Apartamento,3150
Brooklin Paulista,152,3,2,Apartamento,6500
Vila da Saúde,94,3,1,Apartamento,3950
Brooklin,78,1,1,Apartamento,15000
Vila Olímpia,200,3,2,Casa,6900
Brooklin,124,4,2,Apartamento,15000
Vila Clementino,167,4,1,Apartamento,2900
Vila Clementino,400,4,3,Casa,15000
Vila da Saúde,150,2,1,Casa,2040
Cidade Monções,130,2,2,Apartamento,14000
Vila Clementino,148,2,1,Apartamento,3000
Planalto Paulista,454,4,5,Apartamento,15000
Vila da Saúde,124,3,4,Casa,5150
Chácara Inglesa,108,3,2,Apartamento,6700
Indianópolis,30,1,0,Studio e kitnet,3850
Vila Uberabinha,205,4,3,Apartamento,6500
Brooklin,120,3,2,Casa,5000
Campo Belo,160,3,3,Apartamento,6000
Jardim das Acácias,66,2,1,Apartamento,5050
Planalto Paulista,70,2,1,Apartamento,2600
Vila Campesina,202,3,5,Casa,4500
Vila Ipojuca,25,1,0,Studio e kitnet,1600
Bela Vista,58,2,2,Apartamento,1800
São Pedro,59,2,1,Apartamento,1640
Centro,38,1,1,Apartamento,2390
Jaguaribe,65,2,1,Apartamento,1200
Jardim João Xxiii,70,2,1,Casa,1050
Santa Maria,48,2,1,Apartamento,1450
Bussocaba,56,2,0,Casa,1500
Centro,33,1,0,Apartamento,1650
Veloso,61,2,1,Apartamento,3000
Jardim Roberto,60,2,0,Apartamento,1200
Km 18,40,1,0,Studio e kitnet,1110
Cipava,120,2,3,Casa,3900
Conceição,25,1,0,Casa,768
Jardim Arpoador,125,2,2,Casa,1700
Km 18,50,1,0,Casa,780
Cidade Intercap,166,3,3,Casa,3200
Conceição,44,1,0,Casa,1151
Bussocaba,58,2,1,Apartamento,1500
Cidade Intercap,180,4,2,Casa,3400
Piratininga,58,2,1,Apartamento,1200
Umuarama,65,3,1,Apartamento,2900
Centro,109,3,2,Apartamento,3000
Presidente Altino,38,2,1,Apartamento,2400
Alto de Pinheiros,300,6,2,Casa,11900
Km 18,35,1,0,Apartamento,950
Quitaúna,253,4,5,Casa,3290
Jardim Cirino,53,2,2,Apartamento,2176
São Pedro,226,2,1,Casa,2850
São Pedro,196,2,1,Casa,2500
Alto de Pinheiros,320,5,2,Casa,13000
Vila Osasco,103,2,1,Casa,3900
Padroeira,48,2,1,Apartamento,1985
Novo Osasco,45,2,1,Apartamento,800
Jardim das Flores,110,3,2,Casa,4000
Vila Yolanda,140,3,1,Casa,1680
Jardim das Flores,250,3,2,Casa,3600
Jardim Roberto,60,2,1,Apartamento,1430
Piratininga,36,2,1,Apartamento,2400
Santa Maria,48,2,1,Apartamento,2800
Vila Yara,65,2,1,Apartamento,2000
Jardim Roberto,60,2,1,Apartamento,1500
Jardim Peri,65,2,1,Apartamento,2000
Vila Campesina,67,3,1,Apartamento,4000
Lapa,384,3,5,Casa,15000
Jardim das Flores,84,2,2,Casa,3000
Real Parque,170,4,3,Apartamento,5000
Cidade das Flores,52,2,1,Apartamento,1700
Piratininga,57,2,1,Apartamento,1200
Jardim das Flores,75,2,1,Apartamento,3200
City Bussocaba,41,2,1,Apartamento,1450
Jardim Ester,66,2,2,Apartamento,2473
Vila Osasco,98,3,3,Apartamento,4000
Presidente Altino,37,1,1,Apartamento,1700
Santa Maria,70,2,1,Casa,1500
Vila Yara,234,2,2,Casa,3500
Jaguaribe,50,2,1,Apartamento,2500
Pestana,160,3,2,Casa,2921
Parque dos Principes,199,4,2,Casa,6000
Jardim Amaralina,44,2,1,Apartamento,1300
Pinheiros,135,3,2,Apartamento,6200
Jardim Ester Yolanda,218,3,2,Casa,3400
Vila Progredior,170,4,3,Apartamento,9900
Cidade das Flores,48,2,1,Apartamento,1800
Centro,53,2,2,Apartamento,2200
Presidente Altino,38,1,1,Apartamento,2000
Bela Vista,43,1,0,Apartamento,1500
Quitaúna,50,1,1,Casa,2500
Alto de Pinheiros,280,4,6,Casa,15000
Alto de Pinheiros,272,4,3,Apartamento,14000
Cidade das Flores,20,1,0,Studio e kitnet,799
Vila Campesina,180,3,0,Casa,5000
Conceição,48,2,1,Apartamento,1700
Santo Antônio,50,1,0,Casa,800
Vila Ipojuca,134,3,2,Apartamento,12000
Padroeira,48,2,1,Apartamento,1600
Siciliano,229,4,2,Casa,7300
Real Parque,424,3,4,Apartamento,11000
Vila Antônio,250,4,3,Casa,3800
Cidade Intercap,170,3,1,Casa,2600
Centro,32,1,1,Apartamento,2400
Vila Campesina,331,3,6,Casa,5500
Bandeiras,80,2,1,Casa,1300
City Bussocaba,560,6,6,Casa,5500
Vila Lageado,250,4,2,Casa,7500
Jardim Roberto,170,3,3,Casa,2200
Jardim D’abril,70,3,1,Apartamento,1400
Padroeira,57,2,1,Apartamento,2200
Jaguaribe,52,2,1,Apartamento,1900
Jardim Roberto,85,2,0,Casa,1100
Padroeira,53,2,1,Apartamento,1462
Butantã,77,3,1,Apartamento,2700
Ayrosa,100,1,0,Casa,1100
Cipava,249,4,4,Casa,7300
Santa Maria,44,2,1,Apartamento,950
Pinheiros,102,4,2,Apartamento,5000
Jardim Roberto,50,2,1,Apartamento,2200
Vila Adalgisa,149,3,4,Casa,4000
Sumarezinho,105,3,1,Apartamento,5000
São Pedro,46,2,1,Apartamento,1000
Umuarama,250,4,3,Casa,6000
Vila Osasco,83,3,2,Apartamento,2150
Cidade São Francisco,168,3,2,Apartamento,4000
Bela Vista,65,1,1,Casa,1800
Bela Vista,65,2,0,Casa,1800
Continental,40,1,1,Apartamento,2300
Centro,70,2,1,Apartamento,2950
Padroeira,50,2,1,Apartamento,1700
Parque da Lapa,160,4,1,Casa,5679
Alto de Pinheiros,400,5,6,Casa,15000
Jardim das Flores,49,1,0,Casa,930
Bonfim,176,4,2,Casa,2700
Adalgisa,399,4,5,Casa,8500
Novo Osasco,59,1,0,Casa,1200
Novo Osasco,60,1,0,Casa,1200
Novo Osasco,60,2,0,Casa,1300
Centro,77,3,2,Apartamento,2800
Novo Osasco,55,2,1,Apartamento,1800
Padroeira,40,1,0,Casa,650
Sumarezinho,149,3,2,Apartamento,13000
Real Parque,120,3,3,Apartamento,9000
Jardim das Flores,218,3,4,Casa,2920
Vila Ipojuca,134,3,2,Apartamento,5500
Santa Maria,48,2,1,Apartamento,1850
Presidente Altino,60,2,1,Casa,3000
Padroeira,77,1,1,Casa,670
Jaguaribe,65,2,2,Apartamento,2000
Bussocaba,62,2,1,Apartamento,1300
Vila Ipojuca,250,3,4,Casa,4500
Alto de Pinheiros,95,3,2,Apartamento,5000
Jardim Cidade Pirituba,379,5,4,Casa,9000
Jardim Roberto,84,2,1,Apartamento,2550
Presidente Altino,62,2,1,Apartamento,2400
Jardim D’abril,60,3,1,Apartamento,1460
Jardim D’abril,39,1,1,Apartamento,1300
Ayrosa,180,3,0,Casa,1800
Adalgisa,109,3,2,Apartamento,7000
São Pedro,39,2,1,Apartamento,1100
Jardim D’abril,70,1,1,Casa,2500
Vila Leopoldina,75,3,1,Apartamento,3400
Vila Leopoldina,230,4,6,Apartamento,15000
Bussocaba,46,2,1,Apartamento,1240
Jaguaré,79,3,1,Apartamento,2200
Centro,68,2,1,Apartamento,3200
Novo Osasco,48,2,1,Casa em condomínio,2600
City Bussocaba,73,3,2,Apartamento,2300
Vila Osasco,345,4,4,Casa,5160
Km 18,70,2,1,Apartamento,3000
Vila Ipojuca,60,2,1,Apartamento,2100
Parque Sao Domingos,166,3,4,Casa,6000
Cidade Jardim,420,4,2,Casa,13000
Novo Osasco,200,2,1,Casa,1500
Jaguaribe,65,2,1,Apartamento,1800
Vila Osasco,198,3,3,Casa,3850
Jardim das Flores,158,2,2,Casa,2300
Parque Sao Domingos,278,3,4,Casa,6300
Vila Leopoldina,127,3,2,Apartamento,7850
Vila Leopoldina,142,3,2,Apartamento,10000
Conceição,50,2,1,Apartamento,2800
Veloso,50,2,0,Casa,1100
Jaguaré,97,3,1,Apartamento,1800
Centro,84,2,0,Apartamento,1552
Jardim D’abril,56,2,1,Apartamento,1050
Parque Continental,150,4,2,Casa,4050
Quitaúna,77,2,1,Apartamento,2400
Bonfim,102,2,2,Casa,3100
Vila Osasco,164,4,4,Apartamento,4000
Helena Maria,45,1,0,Casa,1350
Vila Lageado,250,3,4,Casa,3950
Jardim Gilda Maria,40,2,0,Apartamento,1200
Quitaúna,30,1,0,Casa,830
Jaguaribe,68,2,0,Apartamento,1450
Santo Antônio,125,3,0,Casa,1500
City Bussocaba,42,2,1,Apartamento,1350
Quitaúna,90,2,1,Apartamento,1300
Novo Osasco,46,2,1,Apartamento,1450
Real Parque,185,3,3,Apartamento,5000
Butantã,79,3,1,Apartamento,6000
Centro,78,2,0,Apartamento,2000
Rio Pequeno,133,3,3,Casa,4000
Vila Osasco,170,3,2,Apartamento,4320
Jaguaribe,62,2,1,Apartamento,1500
City Bussocaba,38,2,0,Casa,1316
Centro,129,2,1,Casa,3500
Parque São Domingos,81,3,2,Apartamento,3100
Jardim das Flores,55,1,0,Casa,1800
Vila Campesina,250,3,4,Casa,4100
Lapa,225,4,3,Apartamento,10000
Vila Mangalot,60,2,1,Apartamento,2600
Jardim Santo Elias,167,3,4,Casa,2532
Continental,41,1,1,Apartamento,2200
Vila Madalena,170,2,2,Casa em condomínio,6500
Umuarama,60,2,1,Apartamento,1900
Presidente Altino,68,2,1,Apartamento,3800
Umuarama,41,1,1,Apartamento,2100
São Pedro,42,2,1,Apartamento,1600
Butantã,78,3,1,Apartamento,6600
Jaguaribe,55,1,0,Apartamento,1010
Vila Yara,140,3,3,Casa,4370
Jardim das Flores,397,4,3,Casa,8000
Vila Madalena,26,1,0,Apartamento,5500
Conceicao,52,2,1,Apartamento,1000
Vila Ipojuca,150,2,1,Casa em condomínio,12000
Vila Madalena,260,4,2,Casa,15000
Jaguaribe,80,3,2,Apartamento,1900
Vila São Silvestre,239,4,2,Casa em condomínio,4100
Jardim Elvira,127,2,1,Casa,1200
Bonfim,170,3,5,Casa,2750
Sumarezinho,130,6,2,Casa,9060
Cidade Monções,75,2,1,Apartamento,3500
Vila Antônio,64,2,1,Apartamento,1800
Jardim Roberto,75,2,1,Casa,1650
Cidade Intercap,200,3,1,Casa,2500
Industrial Autonomistas,83,2,2,Apartamento,7100
Pompeia,44,1,1,Apartamento,3100
Jardim Munhoz Junior,50,1,1,Casa,900
Rio Pequeno,252,4,5,Casa,5440
São Pedro,42,2,1,Apartamento,1100
Centro,77,2,1,Apartamento,3290
I.a.p.i.,60,3,1,Apartamento,1522
Vila Leopoldina,72,2,1,Apartamento,5340
Pinheiros,69,2,0,Apartamento,2920
Jardim das Flores,50,2,1,Casa,1345
Umuarama,50,2,1,Apartamento,2000
Butantã,37,1,0,Studio e kitnet,2720
Cipava,250,5,2,Casa,2400
Vila Butantã,25,1,0,Studio e kitnet,2500
Jaguaribe,60,2,1,Apartamento,2550
Vila Osasco,59,2,1,Apartamento,1600
Mutinga,22,1,0,Casa,871
Padroeira,36,1,0,Casa,849
Sumarezinho,70,1,1,Studio e kitnet,15000
Jaguaribe,60,2,1,Apartamento,1490
Centro,50,2,1,Apartamento,2050
Alto de Pinheiros,160,3,3,Apartamento,5000
Alto de Pinheiros,77,3,1,Apartamento,2500
Cipava,30,1,1,Studio e kitnet,1000
Recanto das Rosas,300,3,2,Casa,3610
Lapa,460,5,6,Casa,13600
Vila Pirituba,50,1,0,Apartamento,1150
Novo Osasco,36,1,1,Casa,1050
Vila Osasco,60,2,1,Apartamento,2300
Jardim Sarah,220,3,2,Casa,6000
Santa Maria,72,2,1,Casa em condomínio,2000
Alto de Pinheiros,400,5,6,Casa,12000
Santa Maria,125,2,1,Casa em condomínio,3100
Vila Madalena,314,3,5,Casa em condomínio,15000
Vila Indiana,92,3,2,Apartamento,3300
Km 18,56,2,1,Apartamento,1700
Vila Polopoli,27,1,0,Apartamento,2194
Parque Ipe,44,2,1,Apartamento,1800
Centro,89,2,1,Apartamento,4700
Conceicao,48,2,1,Apartamento,1200
Cidade das Flores,50,2,2,Apartamento,1400
Santo Antônio,40,1,0,Casa,721
Bela Aliança,300,4,4,Casa,15000
Pinheiros,114,2,0,Apartamento,3500
Santo Antônio,80,2,0,Casa,1227
Vila Madalena,104,3,1,Apartamento,5200
Jardim Sarah,35,1,0,Casa,1100
Butantã,67,2,1,Apartamento,4900
Jardim das Flores,25,1,0,Studio e kitnet,1160
Conceição,58,3,1,Apartamento,1900
Conceição,55,2,1,Apartamento,2000
Jaguaribe,64,2,1,Apartamento,2500
São Pedro,47,2,1,Apartamento,1220
Novo Osasco,64,3,1,Apartamento,1700
City Bussocaba,53,2,1,Apartamento,3200
Bela Vista,30,1,0,Casa em condomínio,504
Bandeiras,55,2,0,Apartamento,1400
Continental,61,2,1,Apartamento,3600
Presidente Altino,60,2,1,Apartamento,2000
Padroeira,35,1,0,Casa,720
Centro,150,2,2,Casa,4150
Centro,49,2,1,Apartamento,2600
Padroeira,44,2,0,Apartamento,1110
Cidade das Flores,70,1,0,Casa,997
City América,58,3,1,Apartamento,1500
Instituto de Previdencia,100,2,2,Casa,4500
Padroeira,65,2,1,Apartamento,1800
Jardim das Flores,80,1,0,Casa,1500
Pestana,120,1,0,Casa,800
Pinheiros,72,2,1,Apartamento,11000
Cidade São Francisco,86,3,2,Apartamento,7500
Jaguaribe,35,1,0,Apartamento,919
Padroeira,73,2,1,Apartamento,2100
Vila Osasco,95,3,1,Apartamento,1850
Jardim das Flores,35,1,0,Casa,931
Padroeira,70,2,1,Apartamento,2100
Jardim das Flores,320,5,4,Casa,9200
Vila Comercial,91,3,2,Apartamento,4100
Padroeira,65,2,0,Apartamento,1800
São Pedro,48,2,1,Apartamento,1500
Vila Yara,249,2,2,Casa,2900
Vila Yara,86,2,0,Apartamento,1600
Parque São Domingos,146,3,4,Casa em condomínio,5200
Alto de Pinheiros,325,4,4,Casa,12000
Vila Romana,190,3,1,Apartamento,3800
Adalgisa,360,3,3,Casa,5030
Real Parque,129,3,2,Apartamento,6560
Siciliano,85,2,1,Casa em condomínio,3800
Centro,160,2,1,Apartamento,2300
Parque Ipê,43,2,1,Apartamento,1680
Jardim Agu,144,3,0,Casa,3800
Jardim Primeiro de Maio (chacara Fazendinha),70,1,0,Casa,870
Padroeira,60,1,0,Casa,700
Padroeira,282,4,2,Casa,3080
Jardim Leonor,230,3,4,Apartamento,15000
Recanto das Rosas,120,2,0,Casa,1400
Vila Leopoldina,100,2,2,Apartamento,10000
Butantã,61,2,1,Apartamento,4500
Adalgisa,188,4,4,Apartamento,8572
Jaguaré,12,1,0,Casa,1070
Km 18,200,3,2,Casa,3500
Butantã,26,1,0,Apartamento,2520
Vila Sao Luis(zona Oeste),150,2,1,Casa,4190
Veloso,56,2,1,Apartamento,1100
Km 18,55,2,1,Apartamento,2550
Veloso,50,1,0,Casa,830
Santo Antônio,243,4,2,Casa,3690
Vila Madalena,295,4,3,Casa,14530
Continental,50,1,1,Apartamento,4840
Vila Yolanda,182,4,4,Casa,2660
Padroeira,56,2,1,Apartamento,900
Jardim Boa Vista (zona Oeste),46,2,1,Apartamento,1260
Vila Dinorah,200,4,3,Casa,5330
Piratininga,72,3,1,Apartamento,2500
Bussocaba,50,1,1,Casa,926
Vila Yolanda,195,4,1,Casa,2130
Cidade das Flores,212,3,2,Casa,5810
Presidente Altino,70,2,1,Casa,1500
Vila Indiana,92,3,2,Apartamento,2800
Presidente Altino,48,2,1,Apartamento,3000
Centro,123,3,2,Apartamento,4840
Vila Mangalot,107,2,2,Apartamento,4090
Pestana,42,1,0,Casa,1200
Santo Antônio,57,2,2,Apartamento,4360
Jardim Roberto,55,2,1,Apartamento,2000
Vila Dalva,270,5,5,Casa,4840
Umuarama,110,2,0,Casa,1800
Rio Pequeno,121,2,2,Apartamento,4000
São Pedro,52,2,1,Apartamento,1400
Cipava,40,1,0,Studio e kitnet,900
Jardim Santa Emília,63,3,1,Apartamento,1700
Penha de França,55,2,1,Apartamento,1700
Jardim Vista Alegre,45,2,1,Apartamento,950
Vila Mariana,30,1,0,Casa,600
Cidade Líder,40,2,0,Apartamento,950
Colônia (zona Leste),46,2,1,Apartamento,1400
Conjunto Habitacional Teotonio Vilela,45,2,0,Apartamento,1000
Vila Campanela,24,1,0,Apartamento,1000
Jardim Santa Terezinha (zona Leste),48,2,1,Apartamento,1000
Jardim Penha,35,1,0,Apartamento,1000
Parque das Paineiras,34,2,0,Apartamento,1135
Jardim Nova Cidade,60,2,1,Apartamento,1500
Vila California,50,2,1,Apartamento,1350
Vila Paranagua,60,2,0,Apartamento,1550
Itaquera,80,2,1,Casa,1450
Cidade Líder,40,1,0,Casa,1000
Vila Campanela,24,1,0,Studio e kitnet,800
Jardim Pedro José Nunes,90,2,0,Casa,1300
Vila Nova Curuçá,33,2,0,Apartamento,1000
Cidade Líder,42,2,0,Apartamento,3000
Fazenda Aricanduva,52,2,1,Apartamento,1500
Vila Carmosina,70,2,2,Apartamento,1800
Jardim Helian,40,2,0,Apartamento,3000
Parque Cecap,65,3,1,Apartamento,1400
Conjunto Residencial José Bonifácio,55,2,1,Apartamento,1400
Jardim Penha,38,2,0,Apartamento,1100
Jardim Helian,40,2,0,Casa em condomínio,3000
Vila Ré,20,1,1,Studio e kitnet,800
Vila Paranagua,52,2,0,Apartamento,1400
Vila Paranagua,35,1,0,Apartamento,950
Jardim Belém,49,2,1,Apartamento,1500
Parque Cisper,100,3,0,Casa,2500
Vila Carmosina,46,2,1,Apartamento,1700
Vila Ré,70,2,1,Casa,1400
Cidade Líder,56,2,1,Apartamento,1500
Itaquera,48,2,2,Apartamento,1200
Vila Santa Teresa,80,1,1,Casa,1100
Cidade Líder,60,1,0,Casa,1400
Jardim Nordeste,42,2,0,Apartamento,1009
Itaquera,48,2,1,Apartamento,2500
Itaquera,40,2,0,Apartamento,4000
Parque Sao Francisco,67,3,1,Casa em condomínio,1050
Vila Paranagua,43,2,0,Apartamento,1250
Vila Paranagua,30,1,0,Apartamento,950
Conjunto Habitacional Padre Manoel da Nóbrega,52,2,1,Apartamento,1300
Cidade Antônio Estêvão de Carvalho,24,1,0,Casa,900
Jardim Norma,26,1,0,Casa,950
Jardim Norma,28,1,0,Casa,950
Parque Guarani,25,1,0,Casa,880
Cidade Satelite Santa Barbara,53,2,1,Apartamento,1000
Itaquera,40,1,0,Apartamento,4000
Conjunto Residencial José Bonifácio,56,2,1,Apartamento,1450
Itaquera,44,2,0,Apartamento,4000
Cidade Antônio Estevão de Carvalho,40,1,1,Casa,1300
Vila Princesa Isabel,90,3,2,Casa,1500
Osvaldo Cruz,106,3,1,Apartamento,2500
Vila Cosmopolita,42,2,1,Casa,1000
Vila Ré,50,1,0,Casa,965
Jardim Brasília (zona Leste),32,2,1,Apartamento,1480
Jardim Danfer,300,6,2,Casa,4000
Vila Princesa Isabel,50,2,0,Casa,800
Vila Carmosina,70,2,0,Casa,500
Vila Jacuí,130,3,2,Casa,2200
Vila Curuçá,62,2,1,Apartamento,1150
Jardim Planalto,60,2,1,Apartamento,1200
Vila Nhocune,81,2,2,Casa,2856
Cidade Líder,44,2,0,Apartamento,2300
Jardim Santa Maria,80,2,1,Casa,1300
Vila Ré,12,1,0,Studio e kitnet,950
Artur Alvim,24,1,0,Studio e kitnet,1350
Itaquera,39,2,0,Apartamento,1200
Jardim Santa Terezinha (zona Leste),60,3,1,Apartamento,1200
Vila Campanela,25,1,0,Studio e kitnet,1000
Artur Alvim,35,2,0,Studio e kitnet,1500
Artur Alvim,33,2,0,Studio e kitnet,1500
Vila Santa Teresa (zona Leste),48,2,0,Apartamento,1800
Parque Cruzeiro do Sul,48,2,1,Apartamento,1300
Ermelino Matarazzo,48,2,0,Apartamento,1120
Parque Artur Alvim,120,2,1,Casa,2200
São Miguel Paulista,180,2,0,Casa,2300
Itaquera,38,2,0,Apartamento,1200
Itaquera,37,2,0,Apartamento,1200
Vila Ré,31,1,0,Apartamento,1900
Conjunto Promorar Sapopemba,48,2,1,Apartamento,1100
Jardim Santa Terezinha (zona Leste),50,3,1,Apartamento,1200
Sítio da Figueira,395,4,0,Casa,6000
Cidade Nova São Miguel,35,2,0,Apartamento,1200
Vila Ré,195,3,2,Casa,4100
Vila Albertina,487,4,3,Casa,6900
Cidade Líder,45,2,1,Apartamento,1400
Vila Rio Branco,220,2,1,Casa,3000
Saúde,400,3,4,Casa,9100
Parque Boturussu,315,5,6,Casa,4000
Vila Ré,53,2,0,Apartamento,1250
Tatuapé,190,3,2,Apartamento,6500
Vila Curuçá,150,2,6,Casa,2300
Guaianazes,36,2,0,Apartamento,1300
Jardim Norma,40,1,0,Casa,1200
Conjunto Habitacional Padre Manoel da Nóbrega,48,2,1,Apartamento,1250
Itaquera,71,2,2,Casa,2500
Jardim Pedro José Nunes,40,1,0,Casa,550
Cidade Antônio Estêvão de Carvalho,65,1,0,Casa,1000
Itaquera,43,1,0,Apartamento,800
Cidade Antônio Estevão de Carvalho,65,1,0,Casa,1200
Jardim Santo Antonio,39,2,0,Apartamento,1290
Vila Regina,170,3,3,Casa,3774
Jardim Helena,37,1,0,Apartamento,1300
Vila Santa Teresa,175,1,0,Casa em condomínio,1200
Jardim Popular,100,2,1,Casa,2150
Água Fria,170,4,2,Apartamento,6800
Parque Paineiras,47,2,1,Apartamento,1500
Colônia (zona Leste),42,2,0,Apartamento,1300
Mooca,140,4,1,Apartamento,3800
Vila Cosmopolita,25,1,0,Apartamento,770
Jardim Marília,80,1,0,Casa,1150
Vila Paranaguá,260,3,4,Casa,5000
Vila Ré,46,1,1,Apartamento,1950
Ipiranga,340,5,3,Casa,7500
Jardim Vila Carrao,45,1,0,Casa,1000
Vila Gustavo,200,4,6,Casa,5000
Vila Carmosina,90,2,1,Casa em condomínio,2100
Jardim Nordeste,64,2,1,Apartamento,1850
Vila Carmosina,27,1,0,Casa,757
Cidade Líder,55,1,0,Casa,999
Jardim Santa Terezinha (zona Leste),47,2,1,Apartamento,1400
Cidade Antônio Estevão de Carvalho,30,1,0,Apartamento,1100
Ermelino Matarazzo,21,1,0,Casa,700
Jardim Sao Jose (sao Mateus),50,1,1,Casa,950
Vila Nova Curuçá,18,1,0,Casa,600
Parque Paineiras,32,1,0,Apartamento,990
Parque Paineiras,33,1,0,Apartamento,990
Belenzinho,155,4,3,Apartamento,9800
Vila Regente Feijó,280,4,4,Apartamento,6000
Parque Boturussu,48,2,0,Apartamento,1300
Burgo Paulista,50,1,0,Casa,600
Cidade Nova São Miguel,100,3,0,Casa,1300
Burgo Paulista,70,3,0,Casa,1600
Vila Miriam,54,2,1,Apartamento,3100
Vila Carmosina,80,1,0,Casa,1000
Conjunto Residencial José Bonifácio,80,3,0,Casa,1200
Conjunto Residencial José Bonifácio,44,2,1,Apartamento,1100
Itaquera,48,2,1,Apartamento,1200
Parque Paineiras,41,2,0,Apartamento,1410
Vila São Francisco (zona Leste),260,3,3,Casa,4816
Parque Paineiras,39,2,0,Apartamento,1360
Jardim Sao Gabriel,68,1,0,Casa,1200
Conjunto Residencial José Bonifácio,40,1,0,Casa,800
Conjunto Habitacional Padre Manoel da Nobrega,49,2,1,Apartamento,1600
Vila Nova Curuçá,45,2,1,Apartamento,1300
Vila Ré,39,2,1,Apartamento,1600
Vila Ré,36,2,0,Apartamento,1450
Vila Campanela,220,3,4,Casa,2200
Penha de França,70,2,2,Casa em condomínio,2200
Jardim Pedro José Nunes,38,1,0,Casa,1100
Jardim Pedro José Nunes,41,1,1,Casa,1200
Jardim Tietê,30,1,0,Apartamento,800
Vila Palmares,391,4,6,Casa,3800
Colônia (zona Leste),43,2,0,Apartamento,1300
Cidade Líder,49,3,0,Apartamento,1200
Belenzinho,134,3,2,Apartamento,9600
Colônia (zona Leste),39,2,1,Apartamento,1150
Jardim,153,4,2,Apartamento,4800
Barro Branco (zona Norte),438,4,6,Casa,11000
Jardim São Paulo,216,3,3,Apartamento,8000
Jardim Nordeste,270,4,3,Casa,6500
Cidade Antônio Estêvão de Carvalho,42,2,1,Apartamento,2000
Vila Carmosina,60,2,0,Casa,1300
Vila Carmosina,80,2,1,Casa,1800
Cidade Antônio Estevão de Carvalho,150,3,2,Casa,2800
Vila Carmosina,80,2,0,Casa,1700
Jardim Lideranca,238,3,3,Casa,3000
Vila Campanela,30,2,0,Studio e kitnet,1100
Jardim Brasília (zona Leste),47,2,1,Apartamento,1750
Vila Campanela,35,2,0,Studio e kitnet,1200
Vila Campanela,25,2,0,Studio e kitnet,1100
Vila Campanela,40,2,0,Studio e kitnet,1300
Vila Campanela,40,1,0,Studio e kitnet,1200
Vila Campanela,30,1,0,Studio e kitnet,1000
Itaquera,56,2,1,Apartamento,3000
Parque das Nações,125,3,2,Apartamento,3000
Cidade Antônio Estevão de Carvalho,75,1,1,Casa,1800
Cidade Antônio Estevão de Carvalho,45,1,0,Casa,1000
Ipiranga,125,3,2,Apartamento,7000
Cidade São Mateus,56,2,1,Apartamento,1050
Vila Jacuí,75,2,0,Casa,1600
Parque Guarani,200,4,2,Casa,3500
Parada Xv de Novembro,47,2,1,Apartamento,1150
Cidade Antônio Estêvão de Carvalho,60,2,0,Casa,1200
Parada Xv de Novembro,80,2,0,Apartamento,1442
Vila Jacuí,25,1,0,Casa,800
Parque Guarani,24,1,0,Studio e kitnet,780
Artur Alvim,31,1,0,Apartamento,1350
Vila Cosmopolita,42,1,0,Apartamento,700
Jardim Penha,50,2,0,Apartamento,1300
Tatuapé,220,4,2,Casa,10000
Vila Gumercindo,111,3,2,Apartamento,15000
Vila Carolina,80,1,1,Casa,999
República,96,2,0,Apartamento,2600
Paraíso,230,3,2,Casa,5500
Vila Mariana,49,2,1,Apartamento,2600
Itaim Bibi,42,1,1,Apartamento,3500
Santana,250,4,4,Apartamento,4200
Jardim do Colégio (zona Norte),540,5,6,Casa,10000
Santana,254,4,4,Apartamento,10000
Santana,110,3,1,Apartamento,2800
Parque Mandaqui,435,4,6,Casa,10000
Jardim Sao Bento,350,3,4,Casa,8000
Lauzane Paulista,142,3,2,Apartamento,6220
Santana,12,1,0,Studio e kitnet,900
Vila Ester (zona Norte),250,3,6,Casa,12000
Santa Teresinha,250,3,3,Casa,6000
Santana,182,2,4,Apartamento,8500
Jardim Paraíso,300,3,3,Casa,11630
Vila Aurora (Zona Norte),157,3,3,Casa,3200
Vila Baruel,293,3,3,Casa,6300
Santana,110,4,2,Apartamento,7500
Vila Guilherme,180,4,1,Casa,6000
Lauzane Paulista,140,3,2,Apartamento,4500
Jardim Franca,540,5,5,Casa,6890
Chora Menino,160,4,2,Apartamento,4500
Santana,130,3,3,Apartamento,6100
